user_id;idade;sexo;renda_mensal;renda_mensal_imputada;numero_dependentes;dependentes_imputados;faixa_etaria;faixa_salarial;salario_por_dependente;default_flag;historico_default;qtd_emprestimos_ativos;qtd_tipos_emprestimo;tipos_emprestimo;qtd_real_estate;qtd_other;possui_emprestimo_ativo;atraso_30_59;atraso_60_89;atraso_90_plus;total_atrasos;debt_ratio;uso_linhas_sem_garantia;historico_atrasos_flag;indice_risco_credito;score_risco_total;quartil_risco;faixa_risco_historico;previsao_default;idade_outlier_flag;renda_outlier_flag;debt_ratio_outlier_flag;uso_linhas_outlier_flag;nome_cliente;iniciais;cliente_desde;primeiro_nome
281;64;F;5352;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;8;2;other, real_estate;1;7;1;0;0;0;0;0,5444;0,8522;0;1,5518;6,0557;3;Alto;Bom pagador;0;0;0;0;Daiane Lima Silva;DL;jun/24;Daiane
282;41;M;11600;0;1;0;Adultos (31-59 anos);Alta;11600;0;Sem hist¢rico de inadimplˆncia;6;2;other, real_estate;1;5;1;0;0;0;0;0,2527;0,0746;0;0,4674;1,675;2;Moderado;Bom pagador;0;0;0;0;Breno Lima Silva;BL;jul/24;Breno
283;59;M;2539;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;4;1;other;0;4;1;0;0;0;0;0,4102;1;0;2,8205;6,0557;3;Alto;Bom pagador;0;0;0;0;CauÆ Lima Silva;CL;ago/24;CauÆ
284;88;F;1316;0;0;0;Sˆnior (60+);Baixa;;0;Sem hist¢rico de inadimplˆncia;13;1;other;0;13;1;0;0;0;0;3,0774;0,1794;0;2,3263;2,3719;3;Alto;Bom pagador;0;0;0;0;Geovana Lima Silva;GL;set/24;Geovana
285;51;M;6500;0;3;0;Adultos (31-59 anos);Alta;2166,6667;0;Sem hist¢rico de inadimplˆncia;10;2;other, real_estate;1;9;1;1;0;0;1;0,3579;0,0332;1;1,2646;2,6999;3;Alto;Bom pagador;0;0;0;0;Cl udio Lima Silva;CL;out/24;Cl udio
286;35;F;6473;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;10;2;other, real_estate;2;8;1;0;0;0;0;0,2893;0,0343;0;0,2942;1,6223;1;Baixo;Bom pagador;0;0;0;0;J‚ssica Lima Silva;JL;nov/24;J‚ssica
287;60;M;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;12;2;other, real_estate;2;10;1;0;0;0;0;3527;0,0179;0;2713,0907;5,6106;4;Muito alto;Bom pagador;0;0;0;0;Elias Lima Silva;EL;dez/24;Elias
288;49;M;5400;1;2;0;Adultos (31-59 anos);M‚dia;2700;0;Sem hist¢rico de inadimplˆncia;3;1;other;0;3;1;0;0;0;0;36;0,036;0;90,09;6,2372;4;Muito alto;Bom pagador;0;0;0;0;Fernando Lima Silva;FL;jan/21;Fernando
289;76;M;2500;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;4;1;other;0;4;1;0;0;0;0;0,014;0,0252;0;0,0784;1,7687;1;Baixo;Bom pagador;0;0;0;0;J£lio Lima Silva;JL;fev/21;J£lio
290;65;F;5000;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;13;2;other, real_estate;1;12;1;0;0;0;0;0,3689;0,0223;0;0,2794;2,0147;1;Baixo;Bom pagador;0;0;0;0;Paula Lima Silva;PL;mar/21;Paula
291;61;M;4500;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;4;1;other;0;4;1;2;0;0;2;0,1495;0,9879;1;3,8749;5,88;3;Alto;Bom pagador;0;0;0;0;M rcio Lima Silva;ML;abr/21;M rcio
292;83;M;1972;0;0;0;Sˆnior (60+);Baixa;;0;Sem hist¢rico de inadimplˆncia;9;1;other;0;9;1;0;0;0;0;0,0568;0,0611;0;0,1179;2,4656;1;Baixo;Bom pagador;0;0;0;0;Nicolas Lima Silva;NL;mai/21;Nicolas
293;63;F;13740;0;1;0;Sˆnior (60+);Alta;13740;0;Sem hist¢rico de inadimplˆncia;7;2;other, real_estate;2;5;1;0;0;0;0;0,2915;0,013;0;0,3807;1,716;1;Baixo;Bom pagador;0;0;0;0;Talita Lima Silva;TL;jun/21;Talita
294;61;M;10500;0;0;0;Sˆnior (60+);Alta;;0;Sem hist¢rico de inadimplˆncia;11;2;other, real_estate;2;9;1;0;0;0;0;0,4126;0,0212;0;0,3615;2,085;1;Baixo;Bom pagador;0;0;0;0;S‚rgio Lima Silva;SL;jul/21;S‚rgio
295;27;M;1160;0;0;0;Jovens (18-30 anos);Baixa;;0;Sem hist¢rico de inadimplˆncia;4;1;other;0;4;1;2;0;0;2;0,435;1,04;1;4,5499;6,0557;3;Alto;Bom pagador;0;0;0;0;Tadeu Lima Silva;TL;ago/21;Tadeu
296;24;F;800;0;0;0;Jovens (18-30 anos);Baixa;;0;Sem hist¢rico de inadimplˆncia;1;1;other;0;1;1;0;0;0;0;0,613;1;0;8,0649;9,4466;4;Muito alto;Mau pagador;0;0;0;0;Z‚lia Lima Silva;ZL;set/21;Z‚lia
297;38;M;3000;0;2;0;Adultos (31-59 anos);M‚dia;1500;0;Sem hist¢rico de inadimplˆncia;0;0;sem_emprestimo;0;0;0;1;0;2;3;0,1863;1;1;14,8627;9,7628;4;Muito alto;Mau pagador;0;0;0;0;William Lima Silva;WL;out/21;William
298;63;F;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;5;2;other, real_estate;2;3;1;5;0;0;5;5057;0,0569;1;8432,5948;5,5696;4;Muito alto;Bom pagador;0;0;1;0;Lorena Lima Silva;LL;nov/21;Lorena
299;46;F;3001;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;2;2;other, real_estate;1;1;1;1;0;0;1;0,2695;0;1;1,565;2,003;3;Alto;Bom pagador;0;0;0;0;Mirela Lima Silva;ML;dez/21;Mirela
300;39;M;7700;0;5;0;Adultos (31-59 anos);Alta;1540;0;Sem hist¢rico de inadimplˆncia;8;2;other, real_estate;1;7;1;3;0;0;3;0,3224;0,5696;1;3,6578;6,4422;3;Alto;Bom pagador;0;0;0;0;Gabriel Pereira Silva;GP;jan/22;Gabriel
301;62;F;9166;0;0;0;Sˆnior (60+);Alta;;0;Sem hist¢rico de inadimplˆncia;11;2;other, real_estate;2;9;1;1;0;0;1;0,4816;0,5178;1;1,7495;2,5769;3;Alto;Bom pagador;0;0;0;0;Beatriz Pereira Silva;BP;fev/22;Beatriz
302;38;M;44574;0;3;0;Adultos (31-59 anos);Alta;14858;0;Sem hist¢rico de inadimplˆncia;7;2;other, real_estate;1;6;1;0;0;0;0;0,0911;0;0;0,1139;1,8214;1;Baixo;Bom pagador;0;1;0;0;Mateus Pereira Silva;MP;mar/22;Mateus
303;44;M;9283;0;1;0;Adultos (31-59 anos);Alta;9283;0;Sem hist¢rico de inadimplˆncia;6;2;other, real_estate;1;5;1;0;0;0;0;0,2202;0,0072;0;0,3249;1,716;1;Baixo;Bom pagador;0;0;0;0;Pedro Pereira Silva;PP;abr/22;Pedro
304;64;F;3139;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;5;2;other, real_estate;1;4;1;0;0;0;0;0,3481;0,9312;0;2,1322;5,7043;3;Alto;Bom pagador;0;0;0;0;Eduarda Pereira Silva;EP;mai/22;Eduarda
305;27;M;2500;0;0;0;Jovens (18-30 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;8;2;other, real_estate;1;7;1;0;0;0;0;0,4146;0,0049;0;0,4662;2,0147;2;Moderado;Bom pagador;0;0;0;0;Rafael Pereira Silva;RP;jun/22;Rafael
306;48;F;10833;0;3;0;Adultos (31-59 anos);Alta;3611;0;Sem hist¢rico de inadimplˆncia;16;2;other, real_estate;2;14;1;0;0;0;0;0,5887;0,6552;0;0,7317;5,7687;2;Moderado;Bom pagador;0;0;0;0;Gabriela Pereira Silva;GP;jul/22;Gabriela
307;31;M;4150;0;1;0;Adultos (31-59 anos);M‚dia;4150;1;Inadimplente;3;1;real_estate;3;0;1;1;3;2;6;0,6784;1;1;8,696;9,429;4;Muito alto;Mau pagador;0;0;0;0;Carlos Pereira Silva;CP;ago/22;Carlos
308;47;M;5502;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;7;2;other, real_estate;1;6;1;0;0;0;0;0,2833;0,0126;0;0,3699;1,7336;1;Baixo;Bom pagador;0;0;0;0;Felipe Pereira Silva;FP;set/22;Felipe
309;81;M;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;2;1;other;0;2;1;0;0;0;0;46;0,0357;0;153,4523;5,5696;4;Muito alto;Bom pagador;0;0;0;0;Thiago Pereira Silva;TP;out/22;Thiago
310;66;F;7500;0;0;0;Sˆnior (60+);Alta;;0;Sem hist¢rico de inadimplˆncia;4;2;other, real_estate;1;3;1;1;0;0;1;0,4823;0,7182;1;3,2011;6,126;3;Alto;Bom pagador;0;0;0;0;Larissa Pereira Silva;LP;nov/22;Larissa
311;74;M;10119;0;0;0;Sˆnior (60+);Alta;;0;Sem hist¢rico de inadimplˆncia;14;2;other, real_estate;1;13;1;0;0;0;0;0,0826;0,0137;0;0,0642;1,7687;1;Baixo;Bom pagador;0;0;0;0;Andr‚ Pereira Silva;AP;dez/22;Andr‚
312;69;M;1630;0;0;0;Sˆnior (60+);Baixa;;0;Sem hist¢rico de inadimplˆncia;12;2;other, real_estate;1;11;1;1;0;0;1;0,3452;0,0022;1;1,1903;2,003;3;Alto;Bom pagador;0;0;0;0;Leonardo Pereira Silva;LP;jan/23;Leonardo
313;44;F;4166;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;9;2;other, real_estate;1;8;1;0;0;0;0;0,6122;0,277;0;0,8892;2,1669;2;Moderado;Bom pagador;0;0;0;0;Patr¡cia Pereira Silva;PP;fev/23;Patr¡cia
314;62;M;23000;0;0;0;Sˆnior (60+);Alta;;0;Sem hist¢rico de inadimplˆncia;13;1;other;0;13;1;2;0;0;2;0,0896;0,6886;1;2,413;5,88;3;Alto;Bom pagador;0;0;0;0;Ricardo Pereira Silva;RP;mar/23;Ricardo
315;48;M;6110;0;2;0;Adultos (31-59 anos);Alta;3055;0;Sem hist¢rico de inadimplˆncia;9;1;other;0;9;1;0;0;0;0;0,1213;0,1;0;0,2213;1,7804;1;Baixo;Bom pagador;0;0;0;0;Daniel Pereira Silva;DP;abr/23;Daniel
316;50;F;125;0;1;0;Adultos (31-59 anos);Baixa;125;0;Sem hist¢rico de inadimplˆncia;4;1;other;0;4;1;0;0;0;0;0,0238;0,0162;0;0,0799;2,5066;1;Baixo;Bom pagador;0;0;0;0;Tatiane Pereira Silva;TP;mai/23;Tatiane
317;75;M;4240;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;10;2;other, real_estate;1;9;1;0;0;0;0;0,5197;0,2921;0;0,738;2,1669;2;Moderado;Bom pagador;0;0;0;0;Eduardo Pereira Silva;EP;jun/23;Eduardo
318;49;F;1702;0;0;0;Adultos (31-59 anos);Baixa;;0;Sem hist¢rico de inadimplˆncia;3;1;other;0;3;1;0;0;0;0;0,017;0,0247;0;0,1043;1,839;1;Baixo;Bom pagador;0;0;0;0;Yasmin Pereira Silva;YP;jul/23;Yasmin
319;45;F;1;0;2;0;Adultos (31-59 anos);Baixa;0,5;0;Sem hist¢rico de inadimplˆncia;15;2;other, real_estate;1;14;1;0;0;0;0;2967,5;0,4362;0;1854,9601;6,4304;4;Muito alto;Bom pagador;0;0;0;0;Amanda Pereira Silva;AP;ago/23;Amanda
320;58;M;5000;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;8;2;other, real_estate;3;5;1;0;0;0;0;0,7261;0,4512;0;1,3081;3,2445;3;Alto;Bom pagador;0;0;0;0;Diego Pereira Silva;DP;set/23;Diego
321;52;F;8000;0;2;0;Adultos (31-59 anos);Alta;4000;0;Sem hist¢rico de inadimplˆncia;9;2;other, real_estate;4;5;1;4;0;0;4;0,3463;0,1569;1;4,1033;2,2079;3;Alto;Bom pagador;0;0;0;0;Carla Pereira Silva;CP;out/23;Carla
322;50;M;2800;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;5;2;other, real_estate;1;4;1;0;0;0;0;0,6412;0,3003;0;1,5692;2,5769;3;Alto;Bom pagador;0;0;0;0;Murilo Pereira Silva;MP;nov/23;Murilo
323;34;M;6250;0;2;0;Adultos (31-59 anos);Alta;3125;0;Sem hist¢rico de inadimplˆncia;6;1;other;0;6;1;0;0;0;0;0,027;0,3479;0;0,5356;1,9736;2;Moderado;Bom pagador;0;0;0;0;Samuel Pereira Silva;SP;dez/23;Samuel
324;36;F;5400;1;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;4;2;other, real_estate;1;3;1;0;0;0;0;1126;0,9067;0;2253,8134;9,3119;4;Muito alto;Mau pagador;0;0;0;0;Fl via Pereira Silva;FP;jan/24;Fl via
325;55;M;4100;0;3;0;Adultos (31-59 anos);M‚dia;1366,6667;0;Sem hist¢rico de inadimplˆncia;13;2;other, real_estate;1;12;1;0;0;0;0;0,82;0,0141;0;0,5958;2,7526;2;Moderado;Bom pagador;0;0;0;0;Arthur Pereira Silva;AP;fev/24;Arthur
326;57;F;25473;0;1;0;Adultos (31-59 anos);Alta;25473;0;Sem hist¢rico de inadimplˆncia;18;2;other, real_estate;2;16;1;0;0;0;0;0,2707;0,3234;0;0,3127;1,8682;1;Baixo;Bom pagador;0;1;0;0;Helo¡sa Pereira Silva;HP;mar/24;Helo¡sa
327;48;M;2924;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;4;2;other, real_estate;1;3;1;1;0;0;1;0,1422;0,0009;1;1,0862;1,7687;2;Moderado;Bom pagador;0;0;0;0;Bernardo Pereira Silva;BP;abr/24;Bernardo
328;70;M;4237;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;6;2;other, real_estate;1;5;1;0;0;0;0;0,6267;0,3865;0;1,4475;2,5066;3;Alto;Bom pagador;0;0;0;0;Ot vio Pereira Silva;OP;mai/24;Ot vio
329;33;M;11372;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;12;2;other, real_estate;6;6;1;0;0;0;0;0,5121;0,0911;0;0,464;2,7116;2;Moderado;Bom pagador;0;0;0;0;Heitor Pereira Silva;HP;jun/24;Heitor
330;47;F;9000;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;14;2;other, real_estate;2;12;1;0;0;0;0;0,4758;0,0619;0;0,3585;1,9737;1;Baixo;Bom pagador;0;0;0;0;Manuela Pereira Silva;MP;jul/24;Manuela
331;27;M;1280;0;0;0;Jovens (18-30 anos);Baixa;;1;Inadimplente;3;1;other;0;3;1;0;1;2;3;0,4707;1;1;5,9268;9,4466;4;Muito alto;Mau pagador;0;0;0;0;Pietro Pereira Silva;PP;ago/24;Pietro
332;32;M;5400;1;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;6;1;other;0;6;1;0;0;0;0;213;0,1708;0;304,5298;6,4304;4;Muito alto;Bom pagador;0;0;0;0;Yuri Pereira Silva;YP;set/24;Yuri
333;48;F;9023;0;2;0;Adultos (31-59 anos);Alta;4511,5;0;Sem hist¢rico de inadimplˆncia;5;2;other, real_estate;1;4;1;0;0;0;0;0,1762;0,0205;0;0,3279;1,8214;1;Baixo;Bom pagador;0;0;0;0;Priscila Pereira Silva;PP;out/24;Priscila
334;39;M;6400;0;2;0;Adultos (31-59 anos);Alta;3200;0;Sem hist¢rico de inadimplˆncia;5;2;other, real_estate;1;4;1;0;0;0;0;0,4349;0;0;0,7249;2,0674;2;Moderado;Bom pagador;0;0;0;0;Igor Pereira Silva;IP;nov/24;Igor
335;62;M;5500;0;1;0;Sˆnior (60+);M‚dia;5500;0;Sem hist¢rico de inadimplˆncia;10;2;other, real_estate;1;9;1;0;0;0;0;0,0404;0,0238;0;0,0583;1,8214;1;Baixo;Bom pagador;0;0;0;0;Renato Pereira Silva;RP;dez/24;Renato
336;48;F;5500;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;2;1;other;0;2;1;0;0;0;0;0,1925;0,7488;0;3,1376;5,7043;3;Alto;Bom pagador;0;0;0;0;Tain  Pereira Silva;TP;jan/21;Tain 
337;23;M;820;0;0;0;Jovens (18-30 anos);Baixa;;0;Sem hist¢rico de inadimplˆncia;2;1;other;0;2;1;0;0;0;0;0,0585;1,0706;0;3,7636;5,8097;3;Alto;Bom pagador;0;0;0;0;C‚sar Pereira Silva;CP;fev/21;C‚sar
338;59;F;6000;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;10;2;other, real_estate;1;9;1;0;0;0;0;0,1663;0,0143;0;0,1642;1,7687;1;Baixo;Bom pagador;0;0;0;0;Aline Pereira Silva;AP;mar/21;Aline
339;44;F;2666;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;5;1;other;0;5;1;0;0;0;0;0,3967;0,1285;0;0,8754;2,044;2;Moderado;Bom pagador;0;0;0;0;Bruna Pereira Silva;BP;abr/21;Bruna
340;62;M;4000;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;15;2;other, real_estate;2;13;1;0;0;0;0;0,2582;0,0195;0;0,1736;1,6633;1;Baixo;Bom pagador;0;0;0;0;Alan Pereira Silva;AP;mai/21;Alan
341;67;F;5000;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;8;1;other;0;8;1;0;0;0;0;0;0;0;0;1,839;1;Baixo;Bom pagador;0;0;0;0;Daiane Pereira Silva;DP;jun/21;Daiane
342;65;M;3000;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;10;1;other;0;10;1;0;0;0;0;0,2969;0,009;0;0,2781;1,7336;1;Baixo;Bom pagador;0;0;0;0;Breno Pereira Silva;BP;jul/21;Breno
343;50;M;3300;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;1;1;other;0;1;1;0;0;0;0;0,0003;1;0;5,0015;9,2006;4;Muito alto;Mau pagador;0;0;0;0;CauÆ Pereira Silva;CP;ago/21;CauÆ
344;66;F;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;1;1;other;0;1;1;0;0;0;0;48;0,0518;0;240,2588;5,4993;4;Muito alto;Bom pagador;0;0;0;0;Geovana Pereira Silva;GP;set/21;Geovana
345;45;M;11900;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;4;2;other, real_estate;1;3;1;0;0;0;0;0,2165;0,0856;0;0,6043;1,6926;2;Moderado;Bom pagador;0;0;0;0;Cl udio Pereira Silva;CP;out/21;Cl udio
346;59;F;45000;0;3;0;Adultos (31-59 anos);Alta;15000;0;Sem hist¢rico de inadimplˆncia;17;2;other, real_estate;4;13;1;1;0;0;1;0,4141;0,6679;1;1,5456;6,1084;3;Alto;Bom pagador;0;1;0;0;J‚ssica Pereira Silva;JP;nov/21;J‚ssica
347;67;M;4000;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;16;2;other, real_estate;2;14;1;3;0;0;3;0,9103;0,5466;1;3,6805;2,3719;3;Alto;Bom pagador;0;0;0;0;Elias Pereira Silva;EP;dez/21;Elias
348;41;M;3916;0;3;0;Adultos (31-59 anos);M‚dia;1305,3333;0;Sem hist¢rico de inadimplˆncia;0;0;sem_emprestimo;0;0;0;0;0;1;1;0,0309;1;1;11,3089;9,8682;4;Muito alto;Mau pagador;0;0;0;0;Fernando Pereira Silva;FP;jan/22;Fernando
349;52;M;8916;0;2;0;Adultos (31-59 anos);Alta;4458;0;Sem hist¢rico de inadimplˆncia;5;2;other, real_estate;2;3;1;0;0;0;0;0,4858;0,2579;0;1,2395;2,5593;3;Alto;Bom pagador;0;0;0;0;J£lio Pereira Silva;JP;fev/22;J£lio
350;53;F;7500;0;2;0;Adultos (31-59 anos);Alta;3750;0;Sem hist¢rico de inadimplˆncia;11;2;other, real_estate;1;10;1;0;0;0;0;0,4218;0,2159;0;0,5314;2,2196;2;Moderado;Bom pagador;0;0;0;0;Paula Pereira Silva;PP;mar/22;Paula
351;64;M;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;9;2;other, real_estate;1;8;1;0;0;0;0;2870;0,3376;0;2870,3376;5,6925;4;Muito alto;Bom pagador;0;0;0;0;M rcio Pereira Silva;MP;abr/22;M rcio
352;62;M;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;4;2;other, real_estate;1;3;1;0;0;0;0;3046;1;0;6094;9,2416;4;Muito alto;Mau pagador;0;0;0;0;Nicolas Pereira Silva;NP;mai/22;Nicolas
353;59;F;4200;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;24;2;other, real_estate;5;19;1;0;0;0;0;1,383;0,1188;0;0,6007;1,839;2;Moderado;Bom pagador;0;0;0;0;Talita Pereira Silva;TP;jun/22;Talita
354;43;M;8500;0;1;0;Adultos (31-59 anos);Alta;8500;0;Sem hist¢rico de inadimplˆncia;8;2;other, real_estate;1;7;1;0;0;0;0;0,3296;0,8913;0;1,3566;5,757;3;Alto;Bom pagador;0;0;0;0;S‚rgio Pereira Silva;SP;jul/22;S‚rgio
355;64;M;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;7;2;other, real_estate;1;6;1;0;0;0;0;1390;0,0131;0;1737,5164;5,5403;4;Muito alto;Bom pagador;0;0;0;0;Tadeu Pereira Silva;TP;ago/22;Tadeu
356;51;F;5400;1;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;1;1;other;0;1;1;0;0;0;0;32;0,0536;0;160,2681;5,5696;4;Muito alto;Bom pagador;0;0;0;0;Z‚lia Pereira Silva;ZP;set/22;Z‚lia
357;67;M;11300;0;1;0;Sˆnior (60+);Alta;11300;0;Sem hist¢rico de inadimplˆncia;8;2;other, real_estate;3;5;1;0;0;0;0;0,2861;0,1264;0;0,4584;1,675;2;Moderado;Bom pagador;0;0;0;0;William Pereira Silva;WP;out/22;William
358;41;F;5400;1;2;0;Adultos (31-59 anos);M‚dia;2700;0;Sem hist¢rico de inadimplˆncia;3;1;other;0;3;1;0;0;0;0;241;1;0;605;9,9795;4;Muito alto;Mau pagador;0;0;0;0;Lorena Pereira Silva;LP;nov/22;Lorena
359;63;F;3500;0;1;0;Sˆnior (60+);M‚dia;3500;0;Sem hist¢rico de inadimplˆncia;10;2;other, real_estate;1;9;1;0;0;0;0;0,5336;0,0353;0;0,5172;2,0264;2;Moderado;Bom pagador;0;0;0;0;Mirela Pereira Silva;MP;dez/22;Mirela
360;60;M;2000;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;3;1;other;0;3;1;0;0;0;0;0,1074;0,1798;0;0,7182;1,9912;2;Moderado;Bom pagador;0;0;0;0;Gabriel Costa Silva;GC;jan/23;Gabriel
361;48;F;5800;0;3;0;Adultos (31-59 anos);M‚dia;1933,3333;0;Sem hist¢rico de inadimplˆncia;8;2;other, real_estate;1;7;1;0;0;0;0;0,3377;0,1036;0;0,4903;2,3602;2;Moderado;Bom pagador;0;0;0;0;Beatriz Costa Silva;BC;fev/23;Beatriz
362;60;M;7800;0;1;0;Sˆnior (60+);Alta;7800;0;Sem hist¢rico de inadimplˆncia;9;1;other;0;9;1;2;1;0;3;0,2851;1,0019;1;3,987;5,757;3;Alto;Bom pagador;0;0;0;0;Mateus Costa Silva;MC;mar/23;Mateus
363;61;M;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;6;1;other;0;6;1;0;1;0;1;1132;0,0035;1;1618,005;5,5403;4;Muito alto;Bom pagador;0;0;0;0;Pedro Costa Silva;PC;abr/23;Pedro
364;53;F;7116;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;3;1;other;0;3;1;0;0;0;0;0,1422;1;0;2,8555;5,88;3;Alto;Bom pagador;0;0;0;0;Eduarda Costa Silva;EC;mai/23;Eduarda
365;60;M;4500;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;19;2;other, real_estate;2;17;1;2;0;0;2;0,7667;0,0789;1;2,3228;3,0513;3;Alto;Bom pagador;0;0;0;0;Rafael Costa Silva;RC;jun/23;Rafael
366;29;F;3750;0;0;0;Jovens (18-30 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;8;2;other, real_estate;1;7;1;0;0;0;0;0,454;0,1914;0;0,7171;2,1669;2;Moderado;Bom pagador;0;0;0;0;Gabriela Costa Silva;GC;jul/23;Gabriela
367;63;M;5400;1;5;0;Sˆnior (60+);M‚dia;1080;0;Sem hist¢rico de inadimplˆncia;9;2;other, real_estate;1;8;1;0;0;0;0;664;0,1927;0;664,1927;6,4304;4;Muito alto;Bom pagador;0;0;0;0;Carlos Costa Silva;CC;ago/23;Carlos
368;31;M;9165;0;2;0;Adultos (31-59 anos);Alta;4582,5;0;Sem hist¢rico de inadimplˆncia;7;2;other, real_estate;1;6;1;0;0;0;0;0,41;0,4167;0;1,0334;2,2196;2;Moderado;Bom pagador;0;0;0;0;Felipe Costa Silva;FC;set/23;Felipe
369;47;M;8916;0;2;0;Adultos (31-59 anos);Alta;4458;0;Sem hist¢rico de inadimplˆncia;10;2;other, real_estate;2;8;1;0;0;0;0;0,3761;0,066;0;0,4019;2,0264;2;Moderado;Bom pagador;0;0;0;0;Thiago Costa Silva;TC;out/23;Thiago
370;49;F;7800;0;5;0;Adultos (31-59 anos);Alta;1560;0;Sem hist¢rico de inadimplˆncia;9;2;other, real_estate;2;7;1;0;0;0;0;0,3373;0,0259;0;0,3632;2,4012;1;Baixo;Bom pagador;0;0;0;0;Larissa Costa Silva;LC;nov/23;Larissa
371;52;M;13587;0;3;0;Adultos (31-59 anos);Alta;4529;0;Sem hist¢rico de inadimplˆncia;10;2;other, real_estate;1;9;1;0;0;0;0;0,1509;0,0015;0;0,1385;1,8214;1;Baixo;Bom pagador;0;0;0;0;Andr‚ Costa Silva;AC;dez/23;Andr‚
372;53;M;1400;0;0;0;Adultos (31-59 anos);Baixa;;0;Sem hist¢rico de inadimplˆncia;7;1;other;0;7;1;0;0;0;0;0,8815;0,6691;0;1,9382;5,921;3;Alto;Bom pagador;0;0;0;0;Leonardo Costa Silva;LC;jan/24;Leonardo
373;52;F;8902;0;2;0;Adultos (31-59 anos);Alta;4451;0;Sem hist¢rico de inadimplˆncia;18;2;other, real_estate;3;15;1;6;0;1;7;0,3948;0,4154;1;7,058;5,8799;4;Muito alto;Bom pagador;0;0;0;0;Patr¡cia Costa Silva;PC;fev/24;Patr¡cia
374;47;M;6224;0;1;0;Adultos (31-59 anos);Alta;6224;0;Sem hist¢rico de inadimplˆncia;7;2;other, real_estate;1;6;1;0;0;0;0;0,1793;0,0036;0;0,2287;1,716;1;Baixo;Bom pagador;0;0;0;0;Ricardo Costa Silva;RC;mar/24;Ricardo
