user_id;nome_cliente;primeiro_nome;iniciais;cliente_desde;idade;sexo;renda_mensal;faixa_salarial;historico_default;historico_pagamento;qtd_emprestimos_ativos;consultas_ultimo_ano;status_ultimo_emprestimo;faixa_risco_historico;previsao_default;score_credito_sintetico;score_credito_faixa;total_atrasos;resumo_personalizado
280;Alan Lima Silva;Alan;AL;mai/24;21;M;4000;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;2;6;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
281;Daiane Lima Silva;Daiane;DL;jun/24;64;F;5352;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;8;5;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
282;Breno Lima Silva;Breno;BL;jul/24;41;M;11600;Alta;Sem hist¢rico de inadimplˆncia;Pontual;6;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
283;CauÆ Lima Silva;CauÆ;CL;ago/24;59;M;2539;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;4;5;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
284;Geovana Lima Silva;Geovana;GL;set/24;88;F;1316;Baixa;Sem hist¢rico de inadimplˆncia;Pontual;13;1;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
285;Cl udio Lima Silva;Cl udio;CL;out/24;51;M;6500;Alta;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;10;1;Pago em dia;Alto;Bom pagador;665;Regular;1;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
286;J‚ssica Lima Silva;J‚ssica;JL;nov/24;35;F;6473;Alta;Sem hist¢rico de inadimplˆncia;Pontual;10;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
287;Elias Lima Silva;Elias;EL;dez/24;60;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;12;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
288;Fernando Lima Silva;Fernando;FL;jan/21;49;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;3;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
289;J£lio Lima Silva;J£lio;JL;fev/21;76;M;2500;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;4;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
290;Paula Lima Silva;Paula;PL;mar/21;65;F;5000;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;13;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
291;M rcio Lima Silva;M rcio;ML;abr/21;61;M;4500;M‚dia;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;4;5;Pago em dia;Alto;Bom pagador;650;Regular;2;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
292;Nicolas Lima Silva;Nicolas;NL;mai/21;83;M;1972;Baixa;Sem hist¢rico de inadimplˆncia;Pontual;9;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
293;Talita Lima Silva;Talita;TL;jun/21;63;F;13740;Alta;Sem hist¢rico de inadimplˆncia;Pontual;7;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
294;S‚rgio Lima Silva;S‚rgio;SL;jul/21;61;M;10500;Alta;Sem hist¢rico de inadimplˆncia;Pontual;11;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
295;Tadeu Lima Silva;Tadeu;TL;ago/21;27;M;1160;Baixa;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;4;6;Pago em dia;Alto;Bom pagador;650;Regular;2;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
296;Z‚lia Lima Silva;Z‚lia;ZL;set/21;24;F;800;Baixa;Sem hist¢rico de inadimplˆncia;Pontual;1;5;Pago em dia;Muito alto;Mau pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos pontual.
297;William Lima Silva;William;WL;out/21;38;M;3000;M‚dia;Sem hist¢rico de inadimplˆncia;Requer aten‡Æo;0;5;Sem empr‚stimo ativo;Muito alto;Mau pagador;565;Ruim;3;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos requer aten‡Æo.
298;Lorena Lima Silva;Lorena;LL;nov/21;63;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Requer aten‡Æo;5;1;Pago em dia;Muito alto;Bom pagador;535;Ruim;5;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos requer aten‡Æo.
299;Mirela Lima Silva;Mirela;ML;dez/21;46;F;3001;M‚dia;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;2;0;Pago em dia;Alto;Bom pagador;665;Regular;1;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
300;Gabriel Pereira Silva;Gabriel;GP;jan/22;39;M;7700;Alta;Sem hist¢rico de inadimplˆncia;Requer aten‡Æo;8;3;Pago em dia;Alto;Bom pagador;635;Regular;3;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos requer aten‡Æo.
301;Beatriz Pereira Silva;Beatriz;BP;fev/22;62;F;9166;Alta;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;11;3;Pago em dia;Alto;Bom pagador;665;Regular;1;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
302;Mateus Pereira Silva;Mateus;MP;mar/22;38;M;44574;Alta;Sem hist¢rico de inadimplˆncia;Pontual;7;0;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
303;Pedro Pereira Silva;Pedro;PP;abr/22;44;M;9283;Alta;Sem hist¢rico de inadimplˆncia;Pontual;6;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
304;Eduarda Pereira Silva;Eduarda;EP;mai/22;64;F;3139;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;5;5;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
305;Rafael Pereira Silva;Rafael;RP;jun/22;27;M;2500;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;8;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
306;Gabriela Pereira Silva;Gabriela;GP;jul/22;48;F;10833;Alta;Sem hist¢rico de inadimplˆncia;Pontual;16;4;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
307;Carlos Pereira Silva;Carlos;CP;ago/22;31;M;4150;M‚dia;Inadimplente;Requer aten‡Æo;3;5;Teve atraso relevante;Muito alto;Mau pagador;455;Ruim;6;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos requer aten‡Æo.
308;Felipe Pereira Silva;Felipe;FP;set/22;47;M;5502;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;7;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
309;Thiago Pereira Silva;Thiago;TP;out/22;81;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;2;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
310;Larissa Pereira Silva;Larissa;LP;nov/22;66;F;7500;Alta;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;4;4;Pago em dia;Alto;Bom pagador;665;Regular;1;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
311;Andr‚ Pereira Silva;Andr‚;AP;dez/22;74;M;10119;Alta;Sem hist¢rico de inadimplˆncia;Pontual;14;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
312;Leonardo Pereira Silva;Leonardo;LP;jan/23;69;M;1630;Baixa;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;12;1;Pago em dia;Alto;Bom pagador;665;Regular;1;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
313;Patr¡cia Pereira Silva;Patr¡cia;PP;fev/23;44;F;4166;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;9;2;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
314;Ricardo Pereira Silva;Ricardo;RP;mar/23;62;M;23000;Alta;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;13;4;Pago em dia;Alto;Bom pagador;650;Regular;2;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
315;Daniel Pereira Silva;Daniel;DP;abr/23;48;M;6110;Alta;Sem hist¢rico de inadimplˆncia;Pontual;9;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
316;Tatiane Pereira Silva;Tatiane;TP;mai/23;50;F;125;Baixa;Sem hist¢rico de inadimplˆncia;Pontual;4;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
317;Eduardo Pereira Silva;Eduardo;EP;jun/23;75;M;4240;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;10;2;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
318;Yasmin Pereira Silva;Yasmin;YP;jul/23;49;F;1702;Baixa;Sem hist¢rico de inadimplˆncia;Pontual;3;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
319;Amanda Pereira Silva;Amanda;AP;ago/23;45;F;1;Baixa;Sem hist¢rico de inadimplˆncia;Pontual;15;3;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
320;Diego Pereira Silva;Diego;DP;set/23;58;M;5000;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;8;3;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
321;Carla Pereira Silva;Carla;CP;out/23;52;F;8000;Alta;Sem hist¢rico de inadimplˆncia;Requer aten‡Æo;9;1;Pago em dia;Alto;Bom pagador;620;Regular;4;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos requer aten‡Æo.
322;Murilo Pereira Silva;Murilo;MP;nov/23;50;M;2800;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;5;2;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
323;Samuel Pereira Silva;Samuel;SP;dez/23;34;M;6250;Alta;Sem hist¢rico de inadimplˆncia;Pontual;6;2;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
324;Fl via Pereira Silva;Fl via;FP;jan/24;36;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;4;5;Pago em dia;Muito alto;Mau pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos pontual.
325;Arthur Pereira Silva;Arthur;AP;fev/24;55;M;4100;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;13;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
326;Helo¡sa Pereira Silva;Helo¡sa;HP;mar/24;57;F;25473;Alta;Sem hist¢rico de inadimplˆncia;Pontual;18;2;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
327;Bernardo Pereira Silva;Bernardo;BP;abr/24;48;M;2924;M‚dia;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;4;1;Pago em dia;Moderado;Bom pagador;735;Bom;1;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
328;Ot vio Pereira Silva;Ot vio;OP;mai/24;70;M;4237;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;6;2;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
329;Heitor Pereira Silva;Heitor;HP;jun/24;33;M;11372;Alta;Sem hist¢rico de inadimplˆncia;Pontual;12;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
330;Manuela Pereira Silva;Manuela;MP;jul/24;47;F;9000;Alta;Sem hist¢rico de inadimplˆncia;Pontual;14;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
331;Pietro Pereira Silva;Pietro;PP;ago/24;27;M;1280;Baixa;Inadimplente;Requer aten‡Æo;3;5;Teve atraso relevante;Muito alto;Mau pagador;485;Ruim;3;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos requer aten‡Æo.
332;Yuri Pereira Silva;Yuri;YP;set/24;32;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;6;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
333;Priscila Pereira Silva;Priscila;PP;out/24;48;F;9023;Alta;Sem hist¢rico de inadimplˆncia;Pontual;5;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
334;Igor Pereira Silva;Igor;IP;nov/24;39;M;6400;Alta;Sem hist¢rico de inadimplˆncia;Pontual;5;0;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
335;Renato Pereira Silva;Renato;RP;dez/24;62;M;5500;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;10;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
336;Tain  Pereira Silva;Tain ;TP;jan/21;48;F;5500;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;2;4;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
337;C‚sar Pereira Silva;C‚sar;CP;fev/21;23;M;820;Baixa;Sem hist¢rico de inadimplˆncia;Pontual;2;6;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
338;Aline Pereira Silva;Aline;AP;mar/21;59;F;6000;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;10;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
339;Bruna Pereira Silva;Bruna;BP;abr/21;44;F;2666;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;5;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
340;Alan Pereira Silva;Alan;AP;mai/21;62;M;4000;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;15;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
341;Daiane Pereira Silva;Daiane;DP;jun/21;67;F;5000;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;8;0;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
342;Breno Pereira Silva;Breno;BP;jul/21;65;M;3000;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;10;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
343;CauÆ Pereira Silva;CauÆ;CP;ago/21;50;M;3300;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;1;5;Pago em dia;Muito alto;Mau pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos pontual.
344;Geovana Pereira Silva;Geovana;GP;set/21;66;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;1;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
345;Cl udio Pereira Silva;Cl udio;CP;out/21;45;M;11900;Alta;Sem hist¢rico de inadimplˆncia;Pontual;4;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
346;J‚ssica Pereira Silva;J‚ssica;JP;nov/21;59;F;45000;Alta;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;17;4;Pago em dia;Alto;Bom pagador;665;Regular;1;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
347;Elias Pereira Silva;Elias;EP;dez/21;67;M;4000;M‚dia;Sem hist¢rico de inadimplˆncia;Requer aten‡Æo;16;3;Pago em dia;Alto;Bom pagador;635;Regular;3;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos requer aten‡Æo.
348;Fernando Pereira Silva;Fernando;FP;jan/22;41;M;3916;M‚dia;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;0;5;Sem empr‚stimo ativo;Muito alto;Mau pagador;595;Regular;1;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos com ocorrˆncias.
349;J£lio Pereira Silva;J£lio;JP;fev/22;52;M;8916;Alta;Sem hist¢rico de inadimplˆncia;Pontual;5;2;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
350;Paula Pereira Silva;Paula;PP;mar/22;53;F;7500;Alta;Sem hist¢rico de inadimplˆncia;Pontual;11;2;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
351;M rcio Pereira Silva;M rcio;MP;abr/22;64;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;9;2;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
352;Nicolas Pereira Silva;Nicolas;NP;mai/22;62;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;4;5;Pago em dia;Muito alto;Mau pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos pontual.
353;Talita Pereira Silva;Talita;TP;jun/22;59;F;4200;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;24;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
354;S‚rgio Pereira Silva;S‚rgio;SP;jul/22;43;M;8500;Alta;Sem hist¢rico de inadimplˆncia;Pontual;8;5;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
355;Tadeu Pereira Silva;Tadeu;TP;ago/22;64;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;7;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
356;Z‚lia Pereira Silva;Z‚lia;ZP;set/22;51;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;1;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
357;William Pereira Silva;William;WP;out/22;67;M;11300;Alta;Sem hist¢rico de inadimplˆncia;Pontual;8;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
358;Lorena Pereira Silva;Lorena;LP;nov/22;41;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;3;5;Pago em dia;Muito alto;Mau pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos pontual.
359;Mirela Pereira Silva;Mirela;MP;dez/22;63;F;3500;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;10;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
360;Gabriel Costa Silva;Gabriel;GC;jan/23;60;M;2000;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;3;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
361;Beatriz Costa Silva;Beatriz;BC;fev/23;48;F;5800;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;8;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
362;Mateus Costa Silva;Mateus;MC;mar/23;60;M;7800;Alta;Sem hist¢rico de inadimplˆncia;Requer aten‡Æo;9;6;Pago em dia;Alto;Bom pagador;635;Regular;3;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos requer aten‡Æo.
363;Pedro Costa Silva;Pedro;PC;abr/23;61;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;6;1;Pago em dia;Muito alto;Bom pagador;595;Regular;1;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
364;Eduarda Costa Silva;Eduarda;EC;mai/23;53;F;7116;Alta;Sem hist¢rico de inadimplˆncia;Pontual;3;5;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
365;Rafael Costa Silva;Rafael;RC;jun/23;60;M;4500;M‚dia;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;19;1;Pago em dia;Alto;Bom pagador;650;Regular;2;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
366;Gabriela Costa Silva;Gabriela;GC;jul/23;29;F;3750;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;8;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
367;Carlos Costa Silva;Carlos;CC;ago/23;63;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;9;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
368;Felipe Costa Silva;Felipe;FC;set/23;31;M;9165;Alta;Sem hist¢rico de inadimplˆncia;Pontual;7;3;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
369;Thiago Costa Silva;Thiago;TC;out/23;47;M;8916;Alta;Sem hist¢rico de inadimplˆncia;Pontual;10;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
370;Larissa Costa Silva;Larissa;LC;nov/23;49;F;7800;Alta;Sem hist¢rico de inadimplˆncia;Pontual;9;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
371;Andr‚ Costa Silva;Andr‚;AC;dez/23;52;M;13587;Alta;Sem hist¢rico de inadimplˆncia;Pontual;10;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
372;Leonardo Costa Silva;Leonardo;LC;jan/24;53;M;1400;Baixa;Sem hist¢rico de inadimplˆncia;Pontual;7;4;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
